
***************************************
Calculating total value of all items...
***************************************

Total value: $8,717,398.45

***************************************
Calculating total value by bot...
***************************************

76561198583274760: $115,740.88 (517)
StatTrak™ CZ75-Auto | Victoria (Field-Tested): $110.05 (5)
Galil AR | Hunting Blind (Battle-Scarred): $109.98 (39)
StatTrak™ Desert Eagle | Naga (Battle-Scarred): $109.90 (35)
Sticker | electronic | Atlanta 2017: $109.67 (11)
MP7 | Special Delivery (Minimal Wear): $109.56 (44)
Sticker | flusha (Foil) | Krakow 2017: $109.53 (9)
Nova | Walnut (Factory New): $109.44 (6)
StatTrak™ PP-Bizon | Antique (Minimal Wear): $109.44 (8)
Nova | Walnut (Minimal Wear): $109.44 (32)
Sawed-Off | The Kraken (Field-Tested): $109.43 (31)
Souvenir MP9 | Dark Age (Minimal Wear): $109.23 (11)
StatTrak™ PP-Bizon | Osiris (Minimal Wear): $109.22 (43)
XM1014 | Urban Perforated (Field-Tested): $109.20 (39)
StatTrak™ Tec-9 | Sandstorm (Battle-Scarred): $109.20 (195)
Glock-18 | Bunsen Burner (Factory New): $109.20 (78)
Five-SeveN | Violent Daimyo (Minimal Wear): $109.20 (390)
Sticker | WorldEdit (Foil) | Boston 2018: $109.06 (19)
SG 553 | Traveler (Factory New): $108.96 (6)
Sealed Graffiti | Fnatic | Krakow 2017: $108.68 (52)
CZ75-Auto | Victoria (Minimal Wear): $108.60 (20)
SCAR-20 | Cardiac (Battle-Scarred): $108.50 (31)
StatTrak™ Five-SeveN | Nightshade (Battle-Scarred): $108.46 (17)
Sticker | keev (Foil) | Boston 2018: $108.36 (14)
Souvenir MP9 | Setting Sun (Minimal Wear): $108.32 (8)
Sealed Graffiti | Flipsid3 Tactics | Atlanta 2017: $108.16 (52)
G3SG1 | Polar Camo (Field-Tested): $108.01 (10,801)
StatTrak™ FAMAS | Survivor Z (Minimal Wear): $108.00 (120)
StatTrak™ Galil AR | Black Sand (Factory New): $108.00 (48)
XM1014 | Fallout Warning (Field-Tested): $108.00 (9)
StatTrak™ UMP-45 | Labyrinth (Minimal Wear): $107.83 (263)
Autograph Capsule | Virtus.Pro | MLG Columbus 2016: $107.76 (8)
Sticker | TaZ (Foil) | Cologne 2015: $107.73 (7)
MAC-10 | Nuclear Garden (Field-Tested): $107.54 (19)
Dual Berettas | Contractor (Field-Tested): $107.48 (10,748)
Sticker | ELEAGUE (Foil) | Boston 2018: $107.46 (18)
Music Kit | Mord Fustang, Diamonds: $107.46 (54)
StatTrak™ G3SG1 | Flux (Minimal Wear): $107.44 (4)
StatTrak™ M4A1-S | Leaded Glass (Battle-Scarred): $107.36 (11)
StatTrak™ PP-Bizon | Water Sigil (Minimal Wear): $107.35 (19)
UMP-45 | Metal Flowers (Minimal Wear): $107.30 (29)
Galil AR | Kami (Factory New): $107.20 (32)
P90 | Trigon (Battle-Scarred): $107.16 (12)
StatTrak™ Nova | Ghost Camo (Well-Worn): $107.16 (4)
Sticker | BIG (Foil) | Boston 2018: $107.12 (8)
MP9 | Sand Dashed (Field-Tested): $107.08 (10,708)
Souvenir Nova | Sand Dune (Field-Tested): $106.93 (17)
P90 | Scorched (Field-Tested): $106.93 (37)
StatTrak™ UMP-45 | Riot (Factory New): $106.92 (99)
P250 | See Ya Later (Minimal Wear): $106.92 (27)
M4A4 | Bullet Rain (Battle-Scarred): $106.88 (2)
StatTrak™ SSG 08 | Big Iron (Well-Worn): $106.88 (4)
Sticker | JW | Cologne 2016: $106.65 (15)
Sticker | wayLander | MLG Columbus 2016: $106.65 (15)
Autograph Capsule | Team Kinguin | Cologne 2015: $106.60 (20)
Souvenir UMP-45 | Fallout Warning (Minimal Wear): $106.59 (11)
M249 | Blizzard Marbleized (Well-Worn): $106.56 (12)
Desert Eagle | Directive (Minimal Wear): $106.50 (75)
StatTrak™ MP9 | Deadly Poison (Factory New): $106.48 (22)
Nova | Sand Dune (Field-Tested): $106.43 (10,643)
Sticker | seized (Foil) | Cologne 2016: $106.33 (7)
Sawed-Off | Wasteland Princess (Factory New): $106.21 (19)
Tec-9 | Jambiya (Factory New): $106.20 (90)
Sawed-Off | Sage Spray (Minimal Wear): $106.09 (103)
Sticker | Fnatic | Cluj-Napoca 2015: $105.82 (37)
Sticker | Cloud9 G2A (Foil) | Cologne 2015: $105.80 (5)
StatTrak™ FAMAS | Djinn (Well-Worn): $105.56 (29)
StatTrak™ Five-SeveN | Violent Daimyo (Field-Tested): $105.48 (293)
USP-S | Lead Conduit (Well-Worn): $105.45 (185)
Souvenir XM1014 | Bone Machine (Minimal Wear): $105.42 (14)
Five-SeveN | Forest Night (Field-Tested): $105.39 (10,539)
Tec-9 | Brass (Field-Tested): $105.35 (43)
StatTrak™ AK-47 | Neon Revolution (Battle-Scarred): $105.33 (3)
Sticker | shox (Foil) | Cologne 2016: $105.12 (2)
StatTrak™ Negev | Bratatat (Factory New): $104.88 (4)
MAC-10 | Last Dive (Factory New): $104.80 (40)
M4A1-S | Leaded Glass (Battle-Scarred): $104.78 (31)
StatTrak™ MAC-10 | Curse (Minimal Wear): $104.72 (7)
SSG 08 | Dark Water (Minimal Wear): $104.64 (48)
UMP-45 | Caramel (Well-Worn): $104.61 (11)
Autograph Capsule | G2 Esports | Atlanta 2017: $104.60 (20)
P250 | Valence (Minimal Wear): $104.55 (615)
Sticker | Astralis | MLG Columbus 2016: $104.50 (38)
StatTrak™ Nova | Koi (Factory New): $104.44 (28)
Dual Berettas | Urban Shock (Minimal Wear): $104.43 (59)
StatTrak™ UMP-45 | Riot (Minimal Wear): $104.41 (197)
Sticker | TaZ | Cluj-Napoca 2015: $104.37 (21)
FAMAS | Spitfire (Battle-Scarred): $104.00 (8)
Sticker | Magisk (Foil) | Krakow 2017: $103.96 (4)
Sticker | North | Boston 2018: $103.88 (49)
Sticker | KRIMZ | Cologne 2015: $103.87 (47)
Autograph Capsule | SK Gaming | Atlanta 2017: $103.84 (16)
P250 | Ripple (Factory New): $103.80 (346)
Five-SeveN | Kami (Minimal Wear): $103.74 (91)
Sticker | mir (Foil) | Boston 2018: $103.70 (17)
Sticker | NEO | Cluj-Napoca 2015: $103.68 (27)
StatTrak™ Glock-18 | Bunsen Burner (Factory New): $103.40 (20)
Sticker | Golden (Foil) | Boston 2018: $103.40 (22)
Sticker | B1ad3 (Foil) | Boston 2018: $103.40 (11)
USP-S | Night Ops (Minimal Wear): $103.32 (369)
StatTrak™ Sawed-Off | The Kraken (Factory New): $103.32 (3)
Five-SeveN | Kami (Factory New): $103.25 (59)
AWP | Safari Mesh (Field-Tested): $103.20 (3,440)
Galil AR | Kami (Field-Tested): $103.05 (45)
Sticker | SK Gaming (Foil) | Cologne 2016: $102.80 (5)
StatTrak™ CZ75-Auto | Hexane (Minimal Wear): $102.79 (19)
DreamHack Cluj-Napoca 2015 Train Souvenir Package: $102.78 (6)
UMP-45 | Corporal (Minimal Wear): $102.60 (171)
P90 | Scorched (Factory New): $102.60 (6)
P90 | Leather (Battle-Scarred): $102.60 (12)
Sticker | DEVIL | MLG Columbus 2016: $102.60 (9)
Sticker | loWel (Foil) | Krakow 2017: $102.60 (6)
Sticker | Team EnVyUs (Holo) | Cologne 2016: $102.56 (8)
Sticker | KRIMZ (Foil) | MLG Columbus 2016: $102.41 (11)
Sticker | dennis (Foil) | Atlanta 2017: $102.18 (3)
MAC-10 | Heat (Factory New): $102.15 (15)
StatTrak™ PP-Bizon | Blue Streak (Factory New): $102.15 (5)
P90 | Leather (Field-Tested): $102.12 (12)
Tec-9 | Avalanche (Battle-Scarred): $102.06 (126)
Sticker | EliGE (Foil) | MLG Columbus 2016: $102.04 (4)
FAMAS | Styx (Minimal Wear): $102.00 (24)
MAG-7 | Praetorian (Factory New): $102.00 (30)
Sticker | nitr0 | Cologne 2016: $101.99 (31)
CZ75-Auto | Green Plaid (Well-Worn): $101.97 (11)
StatTrak™ MAG-7 | Praetorian (Minimal Wear): $101.88 (18)
Sticker | EliGE (Foil) | Cluj-Napoca 2015: $101.88 (3)
StatTrak™ SCAR-20 | Cardiac (Field-Tested): $101.86 (11)
Souvenir Five-SeveN | Contractor (Factory New): $101.86 (11)
P90 | Shallow Grave (Factory New): $101.66 (17)
UMP-45 | Exposure (Factory New): $101.64 (84)
Sticker | HEN1 (Foil) | Boston 2018: $101.49 (3)
Sticker | hutji | Boston 2018: $101.43 (63)
Souvenir PP-Bizon | Chemical Green (Field-Tested): $101.25 (75)
Souvenir Dual Berettas | Briar (Minimal Wear): $101.20 (92)
P90 | Chopper (Factory New): $101.12 (64)
StatTrak™ P250 | Mehndi (Battle-Scarred): $101.10 (5)
StatTrak™ MAC-10 | Tatter (Field-Tested): $101.07 (9)
StatTrak™ M4A4 | Buzz Kill (Minimal Wear): $100.89 (3)
SG 553 | Fallout Warning (Battle-Scarred): $100.88 (52)
Nova | Forest Leaves (Factory New): $100.86 (2)
SCAR-20 | Blueprint (Minimal Wear): $100.80 (420)
Sticker | NEO (Foil) | Cluj-Napoca 2015: $100.80 (6)
StatTrak™ FAMAS | Mecha Industries (Field-Tested): $100.80 (20)
Sticker | USTILO | Boston 2018: $100.75 (31)
MP9 | Dry Season (Minimal Wear): $100.71 (27)
SG 553 | Traveler (Battle-Scarred): $100.70 (10)
Sticker | hooch (Foil) | MLG Columbus 2016: $100.56 (12)
StatTrak™ Five-SeveN | Capillary (Field-Tested): $100.50 (335)
StatTrak™ CZ75-Auto | Yellow Jacket (Well-Worn): $100.50 (15)
Glock-18 | Bunsen Burner (Minimal Wear): $100.32 (304)
Sticker | tabseN (Foil) | Boston 2018: $100.30 (17)
Sticker | hazed | Cluj-Napoca 2015: $100.24 (8)
StatTrak™ SSG 08 | Abyss (Well-Worn): $100.23 (257)
Sealed Graffiti | SK Gaming | Atlanta 2017: $100.11 (71)
MAG-7 | Heat (Minimal Wear): $100.10 (110)
Sticker | rain | Cluj-Napoca 2015: $100.08 (8)

***************************************
Searching for Katowice 2014 stickers...
***************************************

EMS Katowice 2014 Legends: $149,179.52 (4)
Sticker | Titan (Holo) | Katowice 2014: $113,999.09 (1)
EMS Katowice 2014 Challengers: $87,021.39 (3)
Sticker | Reason Gaming (Holo) | Katowice 2014: $49,874.53 (1)
Sticker | Vox Eminor (Holo) | Katowice 2014: $44,115.42 (2)
Sticker | Team Dignitas (Holo) | Katowice 2014: $28,499.77 (1)
Sticker | Reason Gaming | Katowice 2014: $16,847.65 (5)
Sticker | HellRaisers (Holo) | Katowice 2014: $14,249.89 (1)
Sticker | Natus Vincere (Holo) | Katowice 2014: $11,385.66 (1)
Sticker | Clan-Mystik | Katowice 2014: $10,123.12 (8)
Sticker | 3DMAX (Holo) | Katowice 2014: $8,233.02 (2)
Sticker | LGB eSports (Holo) | Katowice 2014: $6,839.95 (1)
Sticker | 3DMAX | Katowice 2014: $6,155.91 (9)
Sticker | Virtus.Pro (Holo) | Katowice 2014: $4,987.46 (1)
Sticker | LGB eSports | Katowice 2014: $3,455.60 (5)
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2014: $3,277.33 (1)
Sticker | Titan | Katowice 2014: $2,963.83 (1)
Sticker | compLexity Gaming | Katowice 2014: $2,821.50 (6)
Sticker | Fnatic | Katowice 2014: $2,778.72 (6)
Sticker | iBUYPOWER | Katowice 2014: $2,778.59 (1)
Sticker | HellRaisers | Katowice 2014: $2,250.75 (5)
Sticker | Vox Eminor | Katowice 2014: $2,094.72 (3)
Sticker | Virtus.Pro | Katowice 2014: $2,087.10 (5)
Sticker | Natus Vincere | Katowice 2014: $2,004.54 (3)
Sticker | Team Dignitas | Katowice 2014: $1,709.70 (2)
Sticker | compLexity Gaming (Holo) | Katowice 2014: $1,329.20 (1)
Sticker | ESL Skull (Foil) | Katowice 2014: $1,154.25 (3)
Sticker | Ninjas in Pyjamas | Katowice 2014: $949.90 (2)
Sticker | mousesports | Katowice 2014: $641.24 (1)
Sticker | ESL Wolf (Foil) | Katowice 2014: $626.99 (1)

***************************************
Searching for Katowice 2014 crafts...
***************************************

AWP | BOOM (Minimal Wear) - $100.68 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198035405071A2647977738D14187480721863613667
AK-47 | Fire Serpent (Field-Tested) - $772.06 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198035405071A2472778108D450575631335092157
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173384045A14092904992D11999395409503109425
StatTrak™ AK-47 | Blue Laminate (Field-Tested) - $23.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173384045A11097819592D7362838720569297809
M4A4 | X-Ray (Minimal Wear) - $11.40 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173384045A6162867261D5188226349501851660
StatTrak™ M4A1-S | Blood Tiger (Minimal Wear) - $9.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173384045A3554727145D17216839474025700644
M4A1-S | Guardian (Field-Tested) - $18.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173387285A9417611480D741097784397240138
Souvenir G3SG1 | Jungle Dashed (Minimal Wear) - $8.22 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173387937A2490450801D7678334899851402781
AWP | Electric Hive (Factory New) - $51.91 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173387937A1687338584D13862225519835912239
AWP | Lightning Strike (Minimal Wear) - $549.05 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198173404159A2623844983D10271736867410710539
Glock-18 | Dragon Tattoo (Factory New) - $88.35 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198176743494A3491620076D14881163002219916270
StatTrak™ M4A4 | Faded Zebra (Field-Tested) - $3.09 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184116987A8637710157D10233489719279849034
Desert Eagle | Cobalt Disruption (Factory New) - $77.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184116987A3367869555D7830150514839913135
StatTrak™ AWP | Redline (Field-Tested) - $65.83 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184116987A2804007603D642022905741596397
StatTrak™ AWP | Electric Hive (Factory New) - $82.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184116987A2804005841D9962000732634764361
SSG 08 | Blood in the Water (Minimal Wear) - $39.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184116987A2528372849D14160696346352058084
AWP | Graphite (Factory New) - $128.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184128817A2982433484D9674908900155086855
StatTrak™ M4A1-S | Blood Tiger (Factory New) - $12.78 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184128817A2791357843D16352120446880938912
M4A1-S | Guardian (Minimal Wear) - $19.52 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184128817A2762283629D3183498076097739240
M4A4 | Zirka (Field-Tested) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184129861A2999771292D12144218080157843658
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184129861A2433224978D16199032433984032897
M4A1-S | Nitro (Field-Tested) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184140893A7756424888D11820874661656894886
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184140893A7569909641D17167806193975732051
Souvenir P250 | Sand Dune (Battle-Scarred) - $0.47 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184140893A5905692090D16883551076908827106
Souvenir G3SG1 | Jungle Dashed (Field-Tested) - $5.62 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184140893A4449060179D17159847235236680441
M4A4 | X-Ray (Factory New) - $17.45 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184140893A3067775045D13999127500062671528
StatTrak™ AWP | Asiimov (Field-Tested) - $225.72 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184140893A2703524083D16205292923800400555
StatTrak™ AWP | Electric Hive (Field-Tested) - $43.82 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184140893A2664085175D9865221022155209441
AWP | BOOM (Minimal Wear) - $100.68 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184150981A3430431429D12421497898731462189
AK-47 | Case Hardened (Factory New) - $344.99 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184166559A14500785950D10259382498166219067
CZ75-Auto | Crimson Web (Field-Tested) - $1.03 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184166559A3504896181D14736906227541170651
Souvenir PP-Bizon | Urban Dashed (Field-Tested) - $0.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184166559A3504885248D12556815198021303856
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184174358A8830832695D1057973075496593887
Souvenir Nova | Sand Dune (Field-Tested) - $6.29 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184174358A2932363924D11737089439333105847
StatTrak™ PP-Bizon | Cobalt Halftone (Minimal Wear) - $1.67 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184174358A2441739362D64746133872668894
StatTrak™ M4A4 | Zirka (Minimal Wear) - $46.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184184738A2744474003D16781765160751795850
M4A1-S | Guardian (Factory New) - $25.64 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184184738A2744437484D5254267708678337002
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184202690A3506228834D14577734782290539555
StatTrak™ AWP | BOOM (Minimal Wear) - $177.33 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184202690A2500772498D7954633211905882633
AK-47 | Redline (Field-Tested) - $30.14 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184212473A2160522075D16600354541991012253
P2000 | Red FragCam (Field-Tested) - $0.95 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184443385A9792671275D5345254803563651722
StatTrak™ AWP | Redline (Field-Tested) - $65.83 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184443385A2803997754D589490713063472807
StatTrak™ P250 | Hive (Minimal Wear) - $6.45 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184459581A6371703533D14727593371499014440
AK-47 | Red Laminate (Field-Tested) - $41.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184459581A5116299025D4669256466595619729
AK-47 | Red Laminate (Minimal Wear) - $66.80 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184459581A3705039420D5506288977470351769
M4A1-S | Dark Water (Minimal Wear) - $77.38 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184465747A14557495642D5236077274562925540
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184466093A2802766037D5072748904072618301
Souvenir Five-SeveN | Contractor (Field-Tested) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184472521A8431646964D732510745782299319
Desert Eagle | Golden Koi (Minimal Wear) - $96.61 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184472521A3089621431D7647686938599661711
Souvenir MP7 | Army Recon (Field-Tested) - $6.60 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184473681A8410446868D9991414581581760647
Souvenir Galil AR | Hunting Blind (Field-Tested) - $0.80 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184473681A8410446836D3183704698909939493
MP7 | Skulls (Field-Tested) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184473681A6724473037D7542524562517191179
StatTrak™ USP-S | Guardian (Field-Tested) - $4.90 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184503951A13568149260D14447734951758640549
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184503951A2744285712D9405811863968553677
M4A1-S | Blood Tiger (Factory New) - $5.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184508833A10231166972D9369917199555958634
StatTrak™ CZ75-Auto | Poison Dart (Well-Worn) - $4.93 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184524243A13794650996D928311104758683607
USP-S | Guardian (Minimal Wear) - $5.53 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184526762A13403841521D7786169801781641089
Souvenir G3SG1 | Safari Mesh (Minimal Wear) - $0.21 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184526997A11502924678D16322173745094234815
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184526997A9627285779D11693814163224005947
M4A1-S | Guardian (Factory New) - $25.64 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184526997A3622622479D7119738443973261190
FAMAS | Afterimage (Field-Tested) - $22.80 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184535169A10788803518D4758737083615703706
StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested) - $1.12 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184535169A7049582506D9658682592138607674
M4A1-S | Cyrex (Minimal Wear) - $26.21 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184547478A3423398201D3363079010832560556
StatTrak™ AK-47 | Blue Laminate (Factory New) - $36.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184552293A6655717652D2624661989104420863
Desert Eagle | Cobalt Disruption (Factory New) - $77.66 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184555026A14274432596D7380355709200663789
Souvenir MP7 | Army Recon (Field-Tested) - $6.60 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184555026A9476433990D14898719832737090603
SG 553 | Tornado (Minimal Wear) - $11.97 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184555026A9033208491D12161060950574137653
AWP | Electric Hive (Minimal Wear) - $36.34 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184564803A10932644075D7648887658148197411
Souvenir Galil AR | Sage Spray (Field-Tested) - $8.20 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184564803A6912004419D7263955362647168939
M4A1-S | Guardian (Field-Tested) - $18.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198184578066A13808315223D7983867163645564394
